interaction_id,conversation_id,customer_context,customer_message,brand_response,brand_response_raw,resolution_type,retrieval_worthy,customer_tweet_id,brand_tweet_id,timestamp,weak_intent
int_000692,conv_1060697_1060696,"<USER> spotify:artist:3tU0QoBJjrTlCkLouDDJ24 should be on page: spotify:artist:5hyTyL9tIYZn4PNpr4wpGg Ta, :D","<USER> spotify:artist:3tU0QoBJjrTlCkLouDDJ24 should be on page: spotify:artist:5hyTyL9tIYZn4PNpr4wpGg Ta, :D",<USER> Hey there! Can you tell us more about what's happening? We'll see what we can do to help /AY,@370432 Hey there! Can you tell us more about what's happening? We'll see what we can do to help /AY,clarification_request,True,1060697,1060696,Mon Oct 23 10:14:29 +0000 2017,Content Availability
int_000693,conv_1246948_1246946,<USER> is there no easy way to invite my son /daughter who don’t have email to Spotify family. Or do I create dummy email accounts?,<USER> is there no easy way to invite my son /daughter who don’t have email to Spotify family. Or do I create dummy email accounts?,"<USER> Hey Seamus! They'll need to have their own Spotify accounts, so you can add them. To learn more, head to <URL> /KC","@412551 Hey Seamus! They'll need to have their own Spotify accounts, so you can add them. To learn more, head to https://t.co/bzzki7lPS1 /KC",informational,True,1246948,1246946,Thu Oct 26 00:46:07 +0000 2017,Account / Login / Security
int_000694,conv_2622933_2622932,Taylor Swift’s new album is still not on Spotify 🤯 <USER>,Taylor Swift’s new album is still not on Spotify 🤯 <USER>,"<USER> Hey Mike! Although Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! In the meantime, check out the singles: <URL> /KL","@741019 Hey Mike! Although Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! In the meantime, check out the singles: https://t.co/3h0TnPWP0c /KL",informational,True,2622933,2622932,Fri Nov 17 15:29:41 +0000 2017,Content Availability
int_000695,conv_1767702_1767701,<USER> I'm trying to resolve error 127 on my IPhone. I tried deleting the app and reinstalling it already.,<USER> I'm trying to resolve error 127 on my IPhone. I tried deleting the app and reinstalling it already.,"<USER> Hey there! What device operating system, and Spotify version are you using? We'll see what we can suggest /RB","@531514 Hey there! What device operating system, and Spotify version are you using? We'll see what we can suggest /RB",clarification_request,True,1767702,1767701,Tue Nov 07 21:53:13 +0000 2017,App / Device / Technical
int_000696,conv_1707181_1707179,<USER> why isn't hello by seventeen on spotify?,<USER> why isn't hello by seventeen on spotify?,<USER> Hey Melanie! Can you let us know the country your account is currently set to? We'll have a look /LO,@517366 Hey Melanie! Can you let us know the country your account is currently set to? We'll have a look /LO,clarification_request,True,1707181,1707179,Mon Nov 06 23:03:02 +0000 2017,Other / Ambiguous
int_000697,conv_2907369_2907367,"<USER> hi, my mobile app isn't working, tried uninstalling and reinstalling. What shall I do next? Thanks","<USER> hi, my mobile app isn't working, tried uninstalling and reinstalling. What shall I do next? Thanks","<USER> Hey Stephanie, help's here! What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /CO","@805042 Hey Stephanie, help's here! What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /CO",clarification_request,True,2907369,2907367,Tue Nov 28 18:18:22 +0000 2017,App / Device / Technical
int_000698,conv_1794384_1794383,Hey <USER> how about you make a Spotify client for MacOS that isn't trash?,Hey <USER> how about you make a Spotify client for MacOS that isn't trash?,<USER> Hey! What's happening exactly? Can you let us know what OS X and Spotify versions you're running? We'll see what we can suggest /NS,@539215 Hey! What's happening exactly? Can you let us know what OS X and Spotify versions you're running? We'll see what we can suggest /NS,clarification_request,True,1794384,1794383,Tue Oct 17 23:38:05 +0000 2017,App / Device / Technical
int_000699,conv_171107_171106,"<USER> I wish there was a way to put multiple artists in a radio station. Like, if I only wanted to listen to 3 bands and shuffle between their songs. <USER>","<USER> I wish there was a way to put multiple artists in a radio station. Like, if I only wanted to listen to 3 bands and shuffle between their songs. <USER>","<USER> Hi Ashlee, nice idea! It's definitely something for the team to consider. In the meantime, you can have fun making a playlist with the artists you'd like to shuffle and have a personal Radio station based on that playlist. Keep rocking 🤘 /AV","@155915 Hi Ashlee, nice idea! It's definitely something for the team to consider. In the meantime, you can have fun making a playlist with the artists you'd like to shuffle and have a personal Radio station based on that playlist. Keep rocking 🤘 /AV",informational,True,171107,171106,Fri Nov 24 20:34:03 +0000 2017,Playback / Audio
int_000700,conv_93966_93965,"Yo <USER> <USER> !! I’ll make you a deal, if you get the #theworldistheirs album by #theIRS on Spotify I’ll sign up to premium for a year. Deal yeh? #supportUKHipHop","Yo <USER> <USER> !! I’ll make you a deal, if you get the #theworldistheirs album by #theIRS on Spotify I’ll sign up to premium for a year. Deal yeh? #supportUKHipHop",<USER> Hey there! Music availability all boils down to licensing agreements. We have more info here: <URL> Let us know if we can help with anything else. We're just a tweet away /LM,@136374 Hey there! Music availability all boils down to licensing agreements. We have more info here: https://t.co/2FJce6Rcpg. Let us know if we can help with anything else. We're just a tweet away /LM,clarification_request,True,93966,93965,Thu Nov 30 14:07:27 +0000 2017,Premium / Subscription
int_000701,conv_1224511_1224510,<USER> I'm from Peru,<USER> I'm from Peru,<USER> Thanks! Sometimes content isn't available in some countries because of licensing. Hopefully we'll have it available to you soon /AP,@407273 Thanks! Sometimes content isn't available in some countries because of licensing. Hopefully we'll have it available to you soon /AP,informational,True,1224511,1224510,Thu Oct 26 05:33:13 +0000 2017,Other / Ambiguous
int_000702,conv_1753546_1753545,<USER> your ruku app is the dumbest thing ever,<USER> your ruku app is the dumbest thing ever,"<USER> Hey Patricia, help's here! Can you tell us what's happening exactly? We'll see what we can suggest /CH","@528188 Hey Patricia, help's here! Can you tell us what's happening exactly? We'll see what we can suggest /CH",clarification_request,True,1753546,1753545,Sat Oct 28 20:53:48 +0000 2017,App / Device / Technical
int_000703,conv_510478_510477,<USER> would be nice to have playlist specific shuffle settings.,<USER> would be nice to have playlist specific shuffle settings.,<USER> Hey Bruno! We can see how that’d be useful. You can show your support and vote for the official idea here: <URL> Give us a shout if you need anything and we'll come running 🏃 /JZ,@237282 Hey Bruno! We can see how that’d be useful. You can show your support and vote for the official idea here: https://t.co/qO3AiG3RJ0. Give us a shout if you need anything and we'll come running 🏃 /JZ,informational,True,510478,510477,Fri Dec 01 21:13:37 +0000 2017,Playback / Audio
int_000704,conv_123489_123491,<USER> Linkin Park and Jay Z,<USER> Linkin Park and Jay Z,"<USER> Got it. Spotify doesn’t censor music – we make it available in whatever form it’s given to us. More info here: <URL> Hope this clears things up, and let us know if we can help you with anything else /NY","@143589 Got it. Spotify doesn’t censor music – we make it available in whatever form it’s given to us. More info here: https://t.co/8oSIltuHIG. Hope this clears things up, and let us know if we can help you with anything else /NY",clarification_request,True,123489,123491,Fri Nov 24 08:23:26 +0000 2017,Other / Ambiguous
int_000705,conv_1740068_1740070,"<USER> Yes, they are.","<USER> Yes, they are.",<USER> Thanks for keeping us updated! Can you send us the link to your collaborative playlist? We'll take a look on our end /TF,@525073 Thanks for keeping us updated! Can you send us the link to your collaborative playlist? We'll take a look on our end /TF,clarification_request,True,1740068,1740070,Thu Nov 09 15:59:15 +0000 2017,Other / Ambiguous
int_000706,conv_2182168_2182167,"<USER> dudes your app won't open, makes my whole phone freeze since mid day yesterday. I'm on premium and it's Kind of wasting my money 😐 there's no new updates either. I'm here musicless. Idk if it's just me. SOS.","<USER> dudes your app won't open, makes my whole phone freeze since mid day yesterday. I'm on premium and it's Kind of wasting my money 😐 there's no new updates either. I'm here musicless. Idk if it's just me. SOS.",<USER> Hi there! Can you let us know what device and version of Spotify you're using? We'll see what we can suggest /DR,@639289 Hi there! Can you let us know what device and version of Spotify you're using? We'll see what we can suggest /DR,clarification_request,True,2182168,2182167,Thu Nov 09 10:35:28 +0000 2017,App / Device / Technical
int_000707,conv_1705683_1705684,<USER> I can’t get unidays as my institution isn’t supported - does that mean I just can’t get the discount? 😔,<USER> I can’t get unidays as my institution isn’t supported - does that mean I just can’t get the discount? 😔,"<USER> 1: Hey! NUS is currently unavailable as a discount option. We’re afraid that we don’t have any more info to share about this, but...","@516982 1: Hey! NUS is currently unavailable as a discount option. We’re afraid that we don’t have any more info to share about this, but...",clarification_request,True,1705683,1705684,Mon Nov 06 19:42:53 +0000 2017,Other / Ambiguous
int_000708,conv_1794810_1794809,<USER> Is there a way I can reset my discovery weekly as the songs it is giving don't reflect my music i listen to at all?,<USER> Is there a way I can reset my discovery weekly as the songs it is giving don't reflect my music i listen to at all?,"<USER> Hey! It's not possible to reset it, but you can change the suggestions by listening to similar music you'd like to hear on your list /CB","@539329 Hey! It's not possible to reset it, but you can change the suggestions by listening to similar music you'd like to hear on your list /CB",informational,True,1794810,1794809,Thu Oct 12 11:18:11 +0000 2017,Playback / Audio
int_000709,conv_2364766_2364765,<USER> Windows 10 on desktop,<USER> Windows 10 on desktop,<USER> Thanks. Can you also tell us what version of the Spotify app you have installed? We'll see what we can suggest /JU,@447741 Thanks. Can you also tell us what version of the Spotify app you have installed? We'll see what we can suggest /JU,clarification_request,True,2364766,2364765,Mon Nov 13 22:14:12 +0000 2017,App / Device / Technical
int_000710,conv_2925042_2925041,Is <USER> going to release #Reputation on <USER> or nah? Because I’m getting impatient,Is <USER> going to release #Reputation on <USER> or nah? Because I’m getting impatient,"<USER> Hey Kristie, Taylor Swift's 'Reputation' isn't available to stream just yet! For now, check out the singles: <URL> Keep rocking 🤘 /JQ","@505944 Hey Kristie, Taylor Swift's 'Reputation' isn't available to stream just yet! For now, check out the singles: https://t.co/3h0TnPWP0c. Keep rocking 🤘 /JQ",informational,True,2925042,2925041,Wed Nov 29 01:47:05 +0000 2017,Other / Ambiguous
int_000711,conv_723749_723747,"<USER> why did you guys take off ""It's So Easy - Guns N Roses"" that song is so good. Can't find it","<USER> why did you guys take off ""It's So Easy - Guns N Roses"" that song is so good. Can't find it","<USER> Hey Tito, help's here! Can you tell us what country your account is set to? We'll check things out /CH","@293318 Hey Tito, help's here! Can you tell us what country your account is set to? We'll check things out /CH",clarification_request,True,723749,723747,Wed Oct 11 03:22:36 +0000 2017,Playback / Audio
int_000712,conv_1270552_1270550,"Hi, <USER> gentlemen it's been 2 weeks since the premiere of the #reputation and know, when will be put this magnificent art of music in its platform had understood that they were in denial with <USER> me as a premium user I have the right to know #Swifties","Hi, <USER> gentlemen it's been 2 weeks since the premiere of the #reputation and know, when will be put this magnificent art of music in its platform had understood that they were in denial with <USER> me as a premium user I have the right to know #Swifties","<USER> Hey Brandon! We’ll have it available to you as soon as it’s available to us. For now, check out the singles: <URL> /JC","@417474 Hey Brandon! We’ll have it available to you as soon as it’s available to us. For now, check out the singles: https://t.co/3h0TnPWP0c /JC",informational,True,1270552,1270550,Sat Nov 25 06:20:01 +0000 2017,Premium / Subscription
int_000713,conv_506049_506048,"<USER> No media control (play/pause, skip) on Beats Studio 3","<USER> No media control (play/pause, skip) on Beats Studio 3","<USER> Hi there, help's here! Can you let us know the device/OS you’re using? We'll see what we can suggest /JI","@236088 Hi there, help's here! Can you let us know the device/OS you’re using? We'll see what we can suggest /JI",clarification_request,True,506049,506048,Wed Oct 25 20:38:16 +0000 2017,Playback / Audio
int_000714,conv_243382_243384,<USER> do you need a student email? I do online and they don’t give out one.,<USER> do you need a student email? I do online and they don’t give out one.,"<USER> 2: college or university, you can sign up for the Spotify Student + Hulu bundle at <URL> Any questions, just shout /AN","@173802 2: college or university, you can sign up for the Spotify Student + Hulu bundle at https://t.co/pFeBZLq1cj. Any questions, just shout /AN",informational,True,243382,243384,Sat Oct 07 02:43:01 +0000 2017,Other / Ambiguous
int_000715,conv_2311074_2311076,<USER> No it’s just that your app never loads when I try to launch it.,<USER> No it’s just that your app never loads when I try to launch it.,<USER> Can you let us know which Spotify version you're currently using? Did this start after a recent update? /NQ,@670263 Can you let us know which Spotify version you're currently using? Did this start after a recent update? /NQ,clarification_request,True,2311074,2311076,Sun Oct 29 06:36:32 +0000 2017,Ads
int_000716,conv_1862069_1862067,"<USER> how do i make sure songs i play for my baby don't mess up all my personalized playlists? discover weekly, release radar, etc.","<USER> how do i make sure songs i play for my baby don't mess up all my personalized playlists? discover weekly, release radar, etc.","<USER> Hey Dave! Turn on a Private Session to listen without affecting your playlists. For more info, head here: <URL> /JX","@556501 Hey Dave! Turn on a Private Session to listen without affecting your playlists. For more info, head here: https://t.co/WUYXfg8PCS /JX",clarification_request,True,1862069,1862067,Thu Oct 19 18:05:06 +0000 2017,Playback / Audio
int_000717,conv_2352382_2352381,"<USER> we noticed that our new album doesn't show as related to our last release and comes up as 2 different artists, how can we get that fixed? <URL> (new) <URL> (existing)","<USER> we noticed that our new album doesn't show as related to our last release and comes up as 2 different artists, how can we get that fixed? <URL> (new) <URL> (existing)",<USER> Hey there! You can find all the info on how to work this out here: <URL> Let us know if you have any other questions /BH,@679797 Hey there! You can find all the info on how to work this out here: https://t.co/lGXcdiFwhe. Let us know if you have any other questions /BH,informational,True,2352382,2352381,Mon Nov 13 16:54:32 +0000 2017,Content Availability
int_000718,conv_1882651_1882650,<USER> hey there! I was wondering why I can't add my band The Peregrines to my insights. Can You please help,<USER> hey there! I was wondering why I can't add my band The Peregrines to my insights. Can You please help,<USER> Hey! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: <URL> /CO,@516981 Hey! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdELHu /CO,informational,True,1882651,1882650,Sat Oct 21 16:15:07 +0000 2017,Ads
int_000719,conv_173617_173622,<USER> Stop with generic replies. exemplifies that you don't how to reply to my response...seriously,<USER> Stop with generic replies. exemplifies that you don't how to reply to my response...seriously,"<USER> The folks at UNiDAYS help us verify your student credentials. We always recommend users to contact them, since they can confirm the student status using the user's personal info or documents. You can rest assured that we're doing our best to get more universities available /LO","@156647 The folks at UNiDAYS help us verify your student credentials. We always recommend users to contact them, since they can confirm the student status using the user's personal info or documents. You can rest assured that we're doing our best to get more universities available /LO",informational,True,173617,173622,Sat Nov 25 00:57:35 +0000 2017,Playback / Audio
int_000720,conv_1031942_1031940,<USER> Hi i have paid and no its not a pending payment for a year of premium yet i can’t use it! That suckcs big time,<USER> Hi i have paid and no its not a pending payment for a year of premium yet i can’t use it! That suckcs big time,<USER> <USER> We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /CG,@364174 @117153 We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /CG,clarification_request,True,1031942,1031940,Sat Oct 14 14:19:52 +0000 2017,Premium / Subscription
int_000721,conv_2145990_2145989,<USER> <USER> my app stops playing music when I switch in between apps. What’s up with that?,<USER> <USER> my app stops playing music when I switch in between apps. What’s up with that?,"<USER> Hi! Just to clarify, does your app stop whenever you change tracks? What device, operating system, and Spotify version are you using? /AU","@561820 Hi! Just to clarify, does your app stop whenever you change tracks? What device, operating system, and Spotify version are you using? /AU",clarification_request,True,2145990,2145989,Wed Nov 08 19:48:58 +0000 2017,Playback / Audio
int_000722,conv_2518456_2518457,"<USER> <USER> Same here. Using touch bar model, I can only pause music from the Spotify app, not the media controls on touch bar. Please fix","<USER> <USER> Same here. Using touch bar model, I can only pause music from the Spotify app, not the media controls on touch bar. Please fix","<USER> Hey there! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /AP","@480391 Hey there! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /AP",clarification_request,True,2518456,2518457,Thu Nov 16 01:21:10 +0000 2017,Playback / Audio
int_000723,conv_189897_747946,<USER> Can I change my non student account into a student account?,<USER> Can I change my non student account into a student account?,"<USER> Hey Zach! If you’re currently enrolled in an accredited college or university, you can apply for the discount at <URL> /CP","@298792 Hey Zach! If you’re currently enrolled in an accredited college or university, you can apply for the discount at https://t.co/pFeBZLq1cj /CP",informational,True,189897,747946,Wed Oct 11 13:58:16 +0000 2017,Account / Login / Security
int_000724,conv_1514547_1514549,"<USER> Thanks for your help KP :)) . Please find my artist song, can you please help get into a playlist ? <URL> A MILLION THANKS","<USER> Thanks for your help KP :)) . Please find my artist song, can you please help get into a playlist ? <URL> A MILLION THANKS","<USER> Sure thing! For more info about playlists, check out this link <URL> Give us a shout if you need anything else 😍 /KP","@471415 Sure thing! For more info about playlists, check out this link https://t.co/yBvsJfZgBN. Give us a shout if you need anything else 😍 /KP",clarification_request,True,1514547,1514549,Fri Nov 03 18:28:59 +0000 2017,Playback / Audio
int_000725,conv_574251_574249,"<USER> <USER> doesn't offer the <USER> and <USER> behing the lyrics option. How can I opt in to get my lyrics from Genius on my Spotify music, myself?","<USER> <USER> doesn't offer the <USER> and <USER> behing the lyrics option. How can I opt in to get my lyrics from Genius on my Spotify music, myself?",<USER> Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: <URL> /NQ,@255061 Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/41wf7ozbVm /NQ,informational,True,574251,574249,Sun Dec 03 06:18:18 +0000 2017,Playback / Audio
int_000726,conv_2898346_2898345,hey <USER> will you ever consider adding an EP category for artists because it'd make a lot of discographies look a LOT less cluttered.,hey <USER> will you ever consider adding an EP category for artists because it'd make a lot of discographies look a LOT less cluttered.,"<USER> Hey there, nice idea! It's definitely something for the team to consider and we'll make sure it reaches them. In the meantime, you can suggest your idea here: <URL> and get support from other users. Stay awesome 👍 /AV","@802998 Hey there, nice idea! It's definitely something for the team to consider and we'll make sure it reaches them. In the meantime, you can suggest your idea here: https://t.co/rtDvYZOF32 and get support from other users. Stay awesome 👍 /AV",informational,True,2898346,2898345,Tue Nov 28 15:05:12 +0000 2017,Content Availability
int_000727,conv_1062560_1062558,<USER> y’all need to redesign your roku app 😒,<USER> y’all need to redesign your roku app 😒,<USER> Hey! Help's here. Can you let us know what's happening exactly? We'll be waiting for your reply /MG,@370894 Hey! Help's here. Can you let us know what's happening exactly? We'll be waiting for your reply /MG,clarification_request,True,1062560,1062558,Sat Oct 14 17:09:54 +0000 2017,App / Device / Technical
int_000728,conv_6542_272964,"<USER> <USER> Hi, my phone app is constantly pausing now, did not do that before.I use this for music for my massage sessions and it is not good like this","<USER> <USER> Hi, my phone app is constantly pausing now, did not do that before.I use this for music for my massage sessions and it is not good like this","<USER> Hey there! Don’t worry, help's here. Can you let us know the device, operating system, and Spotify version you're running? /DD","@181187 Hey there! Don’t worry, help's here. Can you let us know the device, operating system, and Spotify version you're running? /DD",clarification_request,True,6542,272964,Fri Oct 06 00:49:04 +0000 2017,Playback / Audio
int_000729,conv_2901231_2901230,<USER> does not care about me,<USER> does not care about me,<USER> We're here for you. Can you send over the information we requested earlier via DM? We'll see how we can help /CO <URL>,@797627 We're here for you. Can you send over the information we requested earlier via DM? We'll see how we can help /CO https://t.co/ldFdZRiNAt,clarification_request,True,2901231,2901230,Tue Nov 28 16:33:00 +0000 2017,Other / Ambiguous
int_000730,conv_2199345_2199344,<USER> why is the playlist scroll sidebar on the right (like on Android) missing on iOS? Scrolling down takes ages with my iPhone...,<USER> why is the playlist scroll sidebar on the right (like on Android) missing on iOS? Scrolling down takes ages with my iPhone...,"<USER> We're afraid this feature isn't available on iOS. Rest assured, your feedback will be passed on to the right folks /DR","@643267 We're afraid this feature isn't available on iOS. Rest assured, your feedback will be passed on to the right folks /DR",informational,True,2199345,2199344,Thu Oct 19 12:47:44 +0000 2017,App / Device / Technical
int_000731,conv_2422808_2422807,<USER> The Zip/Postal Code link on the Your account support page links to the wrong page. <URL>,<USER> The Zip/Postal Code link on the Your account support page links to the wrong page. <URL>,"<USER> Hey Hugo, thanks for the heads up! You can check and edit your account details here: <URL> Let us know how it goes /KL","@695848 Hey Hugo, thanks for the heads up! You can check and edit your account details here: https://t.co/cnaaFIwigZ. Let us know how it goes /KL",informational,True,2422808,2422807,Tue Nov 14 18:07:29 +0000 2017,Account / Login / Security
int_000732,conv_1378813_1378811,<USER> When I click certain songs nothing happens. Same thing happened to my friend,<USER> When I click certain songs nothing happens. Same thing happened to my friend,"<USER> Hmm. Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /DD","@440991 Hmm. Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /DD",clarification_request,True,1378813,1378811,Sat Oct 28 03:59:38 +0000 2017,Playback / Audio
int_000733,conv_1970405_1970403,.<USER> - is there a tier that includes an option not to have my streaming quality prefs nerfed randomly? I guess £15 doesn't cover it...,.<USER> - is there a tier that includes an option not to have my streaming quality prefs nerfed randomly? I guess £15 doesn't cover it...,"<USER> Hi Jord! We'd like to look into it further. Can you let us know what device, operating system and Spotify versions you're using? /HR","@258472 Hi Jord! We'd like to look into it further. Can you let us know what device, operating system and Spotify versions you're using? /HR",clarification_request,True,1970405,1970403,Tue Oct 31 16:35:55 +0000 2017,Playback / Audio
int_000734,conv_335348_335346,Why can't I pre-save it?? I can't even find it!! Someone help my tech impaired ass!! 😂😂😂 <URL>,Why can't I pre-save it?? I can't even find it!! Someone help my tech impaired ass!! 😂😂😂 <URL>,"<USER> Hey, sorry for the delay! You can pre-save Niall Norhan's album at <URL> 💚 /RR","@195944 Hey, sorry for the delay! You can pre-save Niall Norhan's album at https://t.co/3jWs6NRx5L 💚 /RR",informational,True,335348,335346,Sat Oct 07 17:31:24 +0000 2017,Content Availability
int_000735,conv_2336984_2336982,<USER> where the FUCK is #flicker sis i pre saved it skdjsksksk,<USER> where the FUCK is #flicker sis i pre saved it skdjsksksk,<USER> Hey Jade! Can you let us know what country your account is set to? We'll check backstage /AP,@676158 Hey Jade! Can you let us know what country your account is set to? We'll check backstage /AP,clarification_request,True,2336984,2336982,Fri Oct 20 03:18:57 +0000 2017,Playlist / Library
int_000736,conv_1249133_1249136,<USER> Album was in my groove library move over to Spotify,<USER> Album was in my groove library move over to Spotify,<USER> We’d love to have all of the tracks in the album available. We have some more information on this here: <URL> /JU,@413073 We’d love to have all of the tracks in the album available. We have some more information on this here: https://t.co/Peyq1ETDeT /JU,clarification_request,True,1249133,1249136,Thu Oct 26 02:49:53 +0000 2017,Playlist / Library
int_000737,conv_723046_723043,"Hey, <USER>. Why does my music keep skipping like it's on an extremely scratched CD?","Hey, <USER>. Why does my music keep skipping like it's on an extremely scratched CD?","<USER> Hey there! What device, operating system, and Spotify version are you using? We'll take a look /RB","@293133 Hey there! What device, operating system, and Spotify version are you using? We'll take a look /RB",clarification_request,True,723046,723043,Wed Oct 11 02:37:26 +0000 2017,Playback / Audio
int_000738,conv_2497515_2497514,Hey <USER> what's a guy gotta do to get Acid Rap added to the library? 😟,Hey <USER> what's a guy gotta do to get Acid Rap added to the library? 😟,<USER> Hey! Sometimes content is unavailable due to licensing matters. More info about this here: <URL> /JS,@712680 Hey! Sometimes content is unavailable due to licensing matters. More info about this here: https://t.co/YlV1IAXwsi /JS,clarification_request,True,2497515,2497514,Mon Oct 30 01:53:21 +0000 2017,Playlist / Library
int_000739,conv_1538218_1538216,<USER> <USER> Can we get preview feature back or what?,<USER> <USER> Can we get preview feature back or what?,<USER> Hey! We have more info about this here: <URL> Give us a shout if you have any questions /RB,@476852 Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /RB,clarification_request,True,1538218,1538216,Sat Nov 04 00:02:28 +0000 2017,Feature / Product Question
int_000740,conv_871338_871336,"<USER> -eg MJ, Queen, Rolling Stones, Beyoncé. I’m making a wedding playlist you see but usually listen to lesser known artists. No problem there -","<USER> -eg MJ, Queen, Rolling Stones, Beyoncé. I’m making a wedding playlist you see but usually listen to lesser known artists. No problem there -","<USER> Got it! Does logging out, restarting your device, and logging back in help? You can also try connecting to a different network /JP","@326869 Got it! Does logging out, restarting your device, and logging back in help? You can also try connecting to a different network /JP",informational,True,871338,871336,Fri Oct 20 20:08:08 +0000 2017,Playback / Audio
int_000741,conv_470965_470964,<USER> Hi Spotify can I sort a playlist by most recently added when using the iOS app? If not could you add that pls?,<USER> Hi Spotify can I sort a playlist by most recently added when using the iOS app? If not could you add that pls?,<USER> Hey there! It's possible to sort the tracks on your playlists by recently added. Check out the steps at <URL> Let us know if we can help with anything else 🙂 /AY,@227130 Hey there! It's possible to sort the tracks on your playlists by recently added. Check out the steps at https://t.co/myAf3mlgcv. Let us know if we can help with anything else 🙂 /AY,informational,True,470965,470964,Fri Dec 01 07:37:14 +0000 2017,Playback / Audio
int_000742,conv_1695256_1695255,"I just got 30 minutes of ad free music on <USER> and i listened to 1 song, changed the playlist, AND GOT AN AD. This is the reason i have trust issues","I just got 30 minutes of ad free music on <USER> and i listened to 1 song, changed the playlist, AND GOT AN AD. This is the reason i have trust issues","<USER> Hi Sarah, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /ME","@514332 Hi Sarah, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /ME",troubleshooting,True,1695256,1695255,Mon Nov 06 12:46:54 +0000 2017,Playback / Audio
int_000743,conv_2912524_2912522,This is so annoying. I literally can't listen to songs fully on <USER> without little skips/pausing when I'm connected via Bluetooth audio on my Google Home.,This is so annoying. I literally can't listen to songs fully on <USER> without little skips/pausing when I'm connected via Bluetooth audio on my Google Home.,"<USER> Hey Caroline, that doesn't sound cool! Can you let us know the device (make and model), operating system, and app version you're using right now? We'll see what we can suggest /RK","@225820 Hey Caroline, that doesn't sound cool! Can you let us know the device (make and model), operating system, and app version you're using right now? We'll see what we can suggest /RK",clarification_request,True,2912524,2912522,Tue Nov 28 20:12:41 +0000 2017,Playback / Audio
int_000744,conv_697637_697636,"I pay for <USER> Premium to get higher quality music, yet all the songs skip multiple times. Feels like I'm listening to a scratched CD. 🤔","I pay for <USER> Premium to get higher quality music, yet all the songs skip multiple times. Feels like I'm listening to a scratched CD. 🤔","<USER> Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /PB","@286442 Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /PB",clarification_request,True,697637,697636,Thu Oct 05 20:08:44 +0000 2017,Playback / Audio
int_000745,conv_2259051_2259050,"Over 10 ads in a row, really? <USER> that’s not the way to convince me to go premium.","Over 10 ads in a row, really? <USER> that’s not the way to convince me to go premium.","<USER> Hey! Thanks for your feedback - we'll pass it on. For now, check out <URL> if you haven't had a subscription before /NJ","@657844 Hey! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/WB5TSxRfDe if you haven't had a subscription before /NJ",informational,True,2259051,2259050,Sun Nov 26 04:32:51 +0000 2017,Ads
int_000746,conv_1863286_1863285,About to drop <USER>. Bugging out and won’t play any frank ocean tracks whether they are saved or not.,About to drop <USER>. Bugging out and won’t play any frank ocean tracks whether they are saved or not.,"<USER> Hey, this doesn't sound good. Can you let us know the device/OS and Spotify version you're using? We'll check it out /NY","@556756 Hey, this doesn't sound good. Can you let us know the device/OS and Spotify version you're using? We'll check it out /NY",clarification_request,True,1863286,1863285,Fri Oct 20 07:20:02 +0000 2017,Playback / Audio
int_000747,conv_1742903_1742902,<USER> hey ive sent you a DM could you please check it :),<USER> hey ive sent you a DM could you please check it :),<USER> Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /NY,@525723 Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /NY,clarification_request,True,1742903,1742902,Tue Nov 07 12:42:46 +0000 2017,Other / Ambiguous
int_000748,conv_684677_684676,<USER> hey! Can you give me the capability to turn a regular playlist into an Artist playlist? Thanks!,<USER> hey! Can you give me the capability to turn a regular playlist into an Artist playlist? Thanks!,<USER> Hey there! You can find info on playlists here: <URL> /BB,@283423 Hey there! You can find info on playlists here: https://t.co/CYKWL26zEm /BB,informational,True,684677,684676,Thu Oct 05 18:29:10 +0000 2017,Playback / Audio
